allergens,sku,vegan,kosher,organic,vegetarian,gluten_free,lactose_free,package_quantity,unit_size,net_weight
Leche,29041,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0,452.0,452.0
